ip,port,country,anonymity,type,speed,uptime,fetched_at
190.58.248.86,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.65.90.3,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
201.148.32.162,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
47.89.184.18,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
213.143.113.82,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
4.245.123.244,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
170.244.27.58,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
141.101.90.97,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
160.22.20.231,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.65.90.2,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
170.244.26.206,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
18.216.55.100,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.64.78.50,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.64.78.198,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.67.182.125,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.67.70.213,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.67.86.72,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.64.147.215,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
173.245.49.160,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
141.101.122.148,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
108.141.130.146,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
141.101.122.102,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
185.162.230.47,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.64.40.169,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
108.162.198.64,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.66.42.64,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
185.238.228.250,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
185.162.229.206,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.67.182.116,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
185.238.228.202,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.67.136.233,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
188.114.96.106,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
45.131.6.23,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
172.67.188.1,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
185.238.228.55,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
45.131.7.5,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
141.101.122.23,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
141.101.122.34,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
72.195.34.59,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
8.6.112.6,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
41.142.107.158,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
141.101.90.99,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
185.146.173.20,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
98.175.31.195,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
66.42.224.229,41679,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-26T00:27:04.488472
